"T","Time","Sym","C/P","Exp","Strike","Spot","BidAsk","Prop","Score","Orders","Vol","Prems","OI","StockDiff($)","Diff(%)","Sweeps%","Delta","Theta","Ivol","ITM","Change","Flow"
"2024-02-23 13:19:18","1m ago","BX","Puts","Jun 21","105","125.37","2.05","0.44","","7","1.07K","219.94K","1.86K","20.37","19.4","0","-0.15","-0.02","34.59","0","-63.17",""
"2024-02-23 13:02:04","1m ago","LYFT","Puts","Apr 19","14","15.94","0.53","0.56","","5","4.10K","245.07K","7.18K","1.66","11.83","100","-0.23","-0.01","56.79","0","-92.52",""
"2024-02-23 12:35:45","1m ago","ALB","Calls","Jun 21","150","120.87","5.62","0.56","","5","335.00","189.28K","1.44K","28.98","23.95","20","0.3","-0.05","51.32","0","-43.11",""
"2024-02-23 11:10:34","1m ago","LUNR","Calls","Mar 15","12.5","11.61","1.98","0.31","","5","967.00","189.90K","5.45K","1.17","10.53","60","0.52","-0.06","235.72","0","0",""
"2024-02-23 10:58:38","1m ago","FXI","Calls","Apr 19","26","24.1","0.51","0.62","","5","7.03K","359.90K","16.59K","1.9","7.86","100","0.31","-0.01","30.02","0","-82.35",""
"2024-02-23 09:51:22","1m ago","RIVN","Puts","Jan 2026","5","10.36","1.19","0.35","","16","4.73K","591.22K","30.82K","5.41","108.17","93.75","-0.1","0","92.32","0","6.69",""
"2024-02-22 15:26:30","1m ago","DWAC","Calls","Jan 2025","80","45.93","8","0.29","","5","440.00","345.80K","1.00K","34.37","75.35","0","0.37","-0.03","132.91","0","7.81",""
"2024-02-22 15:03:00","1m ago","RBLX","Calls","Sep 20","55","42.72","2.97","0.56","","5","951.00","283.19K","2.90K","12.29","28.77","100","0.34","-0.01","48.85","0","-60.2",""
"2024-02-22 15:00:49","1m ago","SNAP","Calls","May 17","15","10.8","0.38","0.28","","12","14.07K","527.64K","9.16K","4.16","38.33","100","0.22","-0.01","68.69","0","16",""
"2024-02-22 13:35:57","1m ago","CVX","Calls","May 17","170","155.73","1.85","0.5","","5","1.06K","180.41K","766.00","14.98","9.66","100","0.23","-0.03","19.9","0","-50.68",""
"2024-02-22 11:24:44","1m ago","VIX","Calls","Jun 18","45","16.5","0.33","0.27","","8","37.50K","1.31M","11.30K","28.5","172.78","0","0.1","-0.01","109.3","0","-20.9",""
"2024-02-22 09:37:05","1m ago","IWM","Puts","Apr 19","189","198.68","3.05","0.26","","5","5.57K","1.71M","79.58K","9.68","5.12","20","-0.27","-0.05","23.44","0","-83.31",""
"2024-02-21 15:52:15","1m ago","RAPT","Calls","Aug 16","20","10.31","1.85","0.29","","5","1.47K","221.42K","10.00","10.22","105.9","80","0.42","-0.01","140.95","0","-70.27",""
"2024-02-21 15:48:07","1m ago","PEGA","Puts","Apr 19","60","62.89","2.52","0.56","","5","516.00","139.72K","225.00","2.88","4.8","0","-0.35","-0.03","42.69","0","-64.36",""
"2024-02-21 15:26:24","1m ago","APP","Puts","Jul 19","47.5","55.41","3.45","0.62","","5","611.00","216.47K","111.00","7.76","16.34","100","-0.25","-0.02","54.71","0","-70.29",""
"2024-02-21 14:55:10","1m ago","SLG","Puts","May 17","45","46.42","4.15","1","","5","300.00","126.60K","328.00","1.42","3.16","0","-0.41","-0.03","54.69","0","-66.27",""
"2024-02-21 14:54:30","1m ago","ABNB","Puts","Jun 21","145","148.12","9.92","0.45","","5","362.00","376.71K","2.46K","1.86","1.28","0","-0.4","-0.05","37.32","0","-63.73",""
"2024-02-21 13:13:41","1m ago","TOST","Puts","Sep 20","20","20.59","2.73","1","","7","2.50K","691.33K","22.00","0.59","2.93","42.86","-0.37","-0.01","54.43","0","-41.28",""
"2024-02-21 12:40:38","1m ago","TD","Calls","Jan 2026","70","59.42","1.98","0.6","","6","1.68K","342.96K","2.82K","10.55","17.74","100","0.29","0","17.37","0","-5.06",""
"2024-02-21 10:51:22","1m ago","GLD","Calls","Jan 2025","220","187.65","3.12","0.5","","7","1.16K","363.82K","8.73K","32.33","17.23","100","0.23","-0.01","14.53","0","77.6",""
"2024-02-21 10:38:41","1m ago","EL","Calls","Aug 16","175","145.96","5.1","0.83","","5","338.00","180.52K","881.00","29.15","19.98","100","0.29","-0.03","33.89","0","-35.29",""
"2024-02-21 09:30:37","1m ago","SPY","Puts","May 17","458","495.43","3.32","0.33","","7","800.00","266.40K","2.33K","37.43","8.17","0","-0.15","-0.06","17.88","0","-79.82",""
"2024-02-20 15:54:32","1m ago","ABNB","Calls","Sep 20","195","147.77","4.62","0.3","","10","1.16K","546.23K","136.00","47.16","31.9","100","0.23","-0.03","36.16","0","117.84",""
"2024-02-20 15:32:24","1m ago","RIG","Calls","Jan 2026","7","4.66","0.95","0.62","","5","2.97K","293.23K","41.85K","2.33","49.8","80","0.52","0","55.4","0","61.05",""
"2024-02-20 13:37:45","1m ago","BX","Calls","Mar 28","135","125.75","1.7","0.62","","5","1.65K","295.61K","7.00","9.01","7.15","0","0.26","-0.05","28.93","0","-48.97",""
"2024-02-20 13:30:01","1m ago","SPT","Calls","Mar 15","70","64.64","3.08","0.62","","5","457.00","150.87K","171.00","5.33","8.25","20","0.4","-0.11","81.85","0","0",""
"2024-02-20 13:29:51","1m ago","KRE","Puts","Apr 19","46","48.53","1.48","0.26","","7","1.97K","290.97K","24.55K","2.53","5.5","85.71","-0.32","-0.02","33.8","0","-76.61",""
"2024-02-20 11:22:40","1m ago","IFF","Calls","Jan 2025","95","81.83","4.25","1","","5","645.00","323.09K","82.00","13.18","16.11","100","0.39","-0.01","29.98","0","30.59",""
"2024-02-20 10:20:55","1m ago","INTC","Calls","Apr 19","50","43.72","0.77","0.4","","6","9.55K","736.50K","16.97K","6.18","14.11","83.33","0.23","-0.02","36.97","0","-78.57",""
"2024-02-16 14:39:55","1m ago","NNOX","Calls","Mar 15","15","13.77","2.77","0.36","","5","1.21K","271.06K","0.00","1.93","14.94","40","0.55","-0.06","226.14","0","0",""
"2024-02-16 13:24:23","1m ago","PCOR","Calls","Dec 20","95","77.65","6.45","0.8","","8","1.51K","1.01M","507.00","17.21","22.12","12.5","0.4","-0.02","40.07","0","-1.55",""
"2024-02-16 12:41:41","1m ago","UPS","Calls","Jul 19","160","148.8","4.78","0.5","","5","1.05K","439.52K","685.00","13","8.84","0","0.36","-0.03","22.03","0","17.28",""
"2024-02-16 12:07:23","1m ago","TTD","Puts","Jan 2025","70","90.24","6.33","0.36","","21","3.25K","2.08M","8.64K","20.16","28.8","0","-0.2","-0.02","51.43","0","23.32",""
"2024-02-16 12:01:07","1m ago","WFC","Puts","May 17","50","51.9","1.75","0.35","","7","1.01K","176.48K","9.20K","1.89","3.78","57.14","-0.35","-0.01","26.86","0","-80.57",""
"2024-02-16 11:43:31","1m ago","RBLX","Puts","Jan 2025","30","43.44","2.07","0.46","","6","1.27K","266.96K","13.00K","13.41","44.7","0","-0.14","-0.01","53.15","0","59.04",""
"2024-02-16 09:50:35","1m ago","TTD","Calls","Jan 2025","135","88.26","5.15","0.29","","6","1.10K","685.50K","2.95K","43.58","47.71","0","0.27","-0.02","46.36","0","-51.17",""
"2024-02-16 09:47:43","1m ago","GE","Puts","Sep 20","125","148.97","2.54","0.5","","6","2.14K","562.86K","427.00","23.97","19.18","100","-0.15","-0.02","27.4","0","-52.76",""
"2024-02-16 09:44:59","1m ago","INTC","Calls","Mar 15","48","44.08","0.65","0.38","","6","2.90K","191.90K","14.68K","3.88","8.79","16.67","0.25","-0.03","39.13","0","0",""
"2024-02-16 09:32:42","1m ago","DKNG","Calls","Mar 15","50","43.32","0.45","0.35","","6","9.80K","515.39K","20.29K","6.69","15.45","0","0.17","-0.03","49.07","0","0",""
"2024-02-16 08:31:40","1m ago","SPX","Puts","Feb 16","4980","5025.2","1.62","0.36","","5","1.58K","260.54K","4.08K","45.62","0.92","0","-0.1","-1.65","24.08","0","0",""
"2024-02-15 15:47:55","1m ago","DIA","Calls","Mar 15","395","387.83","2.05","0.29","","8","2.41K","493.80K","651.00","7.14","1.84","100","0.3","-0.07","10.29","0","0",""
"2024-02-15 15:44:58","1m ago","SLB","Puts","Jul 19","47.5","48.72","2.89","0.83","","5","1.27K","369.19K","3.71K","1.24","2.62","0","-0.39","-0.01","30.73","0","-62.46",""
"2024-02-15 13:48:46","1m ago","DDOG","Calls","Mar 15","135","133.47","5.42","0.33","","5","380.00","219.41K","3.18K","1.47","1.1","60","0.5","-0.1","39.44","0","0",""
"2024-02-15 11:02:58","1m ago","GLD","Puts","May 17","182","185.21","1.84","0.35","","7","1.68K","308.75K","977.00","3.24","1.78","71.43","-0.3","-0.02","10.64","0","-92.37",""
"2024-02-15 10:32:12","1m ago","SLV","Calls","Jan 2025","30","21.05","0.53","0.33","","5","2.50K","137.44K","14.22K","8.94","42.48","80","0.19","0","30.8","0","59.81",""
"2024-02-15 09:32:17","1m ago","ALNY","Puts","May 17","130","149.1","6.35","0.86","","6","529.00","343.35K","1.00K","19.1","14.69","0","-0.25","-0.07","53.12","0","-52.36",""
"2024-02-14 15:50:00","1m ago","AMGN","Calls","Feb 23","292.5","290.13","2","0.42","","5","1.37K","281.50K","2.82K","2.34","0.81","0","0.34","-0.19","20.39","0","0",""
"2024-02-14 15:43:18","1m ago","RKLB","Calls","Apr 19","7","4.8","0.18","0.71","","5","29.75K","439.51K","5.11K","2.38","51.47","80","0.23","0","91.5","0","-71.43",""
"2024-02-14 11:58:58","1m ago","RIOT","Calls","Sep 20","21","17.08","4.78","0.26","","6","1.45K","690.13K","17.00","3.94","23.12","33.33","0.6","-0.01","112.72","0","-66.91",""
"2024-02-14 09:38:43","1m ago","VIX","Calls","Mar 20","17","15.48","1.03","0.43","","6","9.32K","961.55K","221.47K","1.62","10.51","0","0.41","-0.02","85.12","0","-86.47",""
"2024-02-13 10:13:34","1m ago","PDD","Calls","Mar 15","140","129.88","3.25","0.42","","5","746.00","253.68K","6.63K","9.45","7.24","20","0.32","-0.09","44.08","0","-97.85",""
"2024-02-13 09:53:35","1m ago","PLTR","Puts","Feb 23","22","24.11","0.28","0.32","","9","11.13K","289.72K","2.92K","2.06","9.35","100","-0.19","-0.04","66.64","0","0",""
"2024-02-13 09:49:38","1m ago","TRUP","Calls","May 17","40","31.51","2.28","0.55","","6","1.59K","441.29K","8.21K","8.25","25.99","100","0.37","-0.03","84.29","0","-50.55",""
"2024-02-13 09:36:47","1m ago","TQQQ","Calls","Mar 15","70","56.46","0.28","0.31","","5","6.53K","183.28K","27.81K","13.73","24.4","80","0.08","-0.02","49.47","0","-96.43",""
"2024-02-12 14:04:29","1m ago","NEP","Calls","Jan 2026","30","29.21","3.83","1","","5","684.00","317.39K","86.00","0.92","3.18","40","0.61","0","41.19","0","17.65",""
"2024-02-12 14:04:19","1m ago","RKLB","Puts","Jan 2026","3.5","4.68","0.97","0.71","","5","1.66K","166.30K","47.00","1.18","33.69","100","-0.19","0","77.58","0","10.26",""
"2024-02-12 10:33:43","1m ago","ABR","Puts","Mar 15","11","12.77","1.07","0.86","","6","7.42K","1.00M","2.78K","1.76","15.95","0","-0.32","-0.03","144.26","0","-95.35",""
"2024-02-12 10:28:26","1m ago","SNOW","Calls","Feb 23","265","234.98","1.68","0.26","","6","1.82K","262.04K","254.00","30.78","13.14","83.33","0.14","-0.24","59.6","0","0",""
"2024-02-12 09:57:52","1m ago","AAPL","Calls","Jul 19","215","188.07","2.27","0.29","","8","4.74K","1.06M","7.16K","26.97","14.35","50","0.2","-0.02","18.23","0","-69.38",""
"2024-02-12 09:33:08","1m ago","SHOP","Calls","Jul 19","130","90.64","3.52","0.37","","7","3.62K","1.33M","41.00","39.34","43.4","42.86","0.23","-0.03","55.48","0","-88.37",""
"2024-02-09 13:21:35","1m ago","BABA","Calls","Jan 2025","90","71.24","5.58","0.32","","8","458.00","256.48K","9.78K","18.77","26.34","0","0.38","-0.01","38.9","0","21.08",""
"2024-02-09 11:59:59","1m ago","CSCO","Calls","Feb 16","51","49.85","0.89","0.36","","5","4.00K","352.19K","2.52K","1.17","2.34","100","0.39","-0.09","48.83","0","0",""
"2024-02-09 10:53:40","1m ago","GOOGL","Calls","Mar 15","150","148.47","3.62","0.3","","19","5.86K","2.00M","30.80K","1.96","1.33","73.68","0.49","-0.06","21.6","0","-100",""
"2024-02-09 10:16:28","1m ago","KRE","Puts","Mar 15","44","46.68","0.84","0.38","","5","9.43K","730.15K","27.94K","2.86","6.5","100","-0.26","-0.02","34.99","0","-75.74",""
"2024-02-09 10:02:40","1m ago","SHOP","Calls","May 17","95","89.22","8.8","0.38","","5","500.00","441.00K","478.00","5.82","6.53","80","0.5","-0.05","57.77","0","-76.25",""
"2024-02-08 12:46:49","1m ago","XLE","Calls","Jun 21","90","84.29","2.3","0.31","","5","1.47K","339.34K","16.12K","5.7","6.77","20","0.36","-0.01","20.3","0","48.91",""
"2024-02-08 11:46:59","1m ago","RBLX","Calls","Mar 15","50","45.51","1","0.31","","5","1.77K","193.48K","10.23K","4.13","9","80","0.28","-0.03","43.19","0","-98.49",""
"2024-02-08 10:53:06","1m ago","JPM","Puts","Jun 21","155","174.1","2.12","0.29","","6","1.18K","250.49K","7.21K","19.1","12.32","0","-0.16","-0.02","22.79","0","-62.17",""
"2024-02-08 10:33:28","1m ago","CMCSA","Calls","Jan 2025","45","41.76","2.82","0.5","","6","1.15K","326.81K","7.71K","3.27","7.84","0","0.46","0","24.02","0","14.16",""
"2024-02-08 10:25:58","1m ago","OLPX","Calls","Sep 20","3","2.21","0.42","1","","5","5.01K","225.54K","12.95K","0.8","36.06","100","0.52","0","93.54","0","-41.18",""
"2024-02-08 09:52:51","1m ago","KWEB","Calls","Jun 21","28","24","1.1","1","","6","1.64K","180.89K","12.86K","3.96","16.48","100","0.33","-0.01","39.14","0","-7.31",""
"2024-02-07 13:37:15","1m ago","ABNB","Puts","Jun 2025","95","148.06","5.58","0.43","","12","763.00","430.58K","1.19K","53","55.78","25","-0.12","-0.01","45.71","0","-30.49",""
"2024-02-07 12:02:35","1m ago","VLY","Puts","Mar 15","6","7.59","0.65","0.38","","6","13.81K","931.28K","8.93K","1.57","26.11","50","-0.24","-0.02","156.05","0","-88.46",""
"2024-02-07 11:16:16","1m ago","RIVN","Puts","Oct 18","10","15.22","1.14","0.67","","10","3.15K","361.79K","3.29K","5.23","52.26","100","-0.16","0","79.53","0","63.32",""
"2024-02-07 09:54:03","1m ago","INTC","Calls","Jun 21","55","42.88","0.63","0.67","","6","5.20K","327.57K","15.14K","12.09","28.19","83.33","0.16","-0.01","33.7","0","154.33",""
"2024-02-06 13:16:58","1m ago","VZ","Calls","Apr 19","42","41.24","1.03","1","","5","1.85K","192.28K","10.36K","0.76","1.85","100","0.46","-0.01","17.76","0","-64.25",""
"2024-02-06 12:49:29","1m ago","SMH","Puts","Apr 19","190","190.99","7.73","0.25","","14","9.38K","6.95M","365.00","2.04","1.08","78.57","-0.43","-0.06","26.91","0","-91.13",""
"2024-02-06 12:02:09","1m ago","CHTR","Calls","Apr 19","330","295.15","5.1","0.83","","10","2.24K","1.17M","35.00","34.85","11.81","30","0.24","-0.08","29.41","0","-65.69",""
"2024-02-06 11:13:37","1m ago","CVS","Puts","May 17","67.5","73.4","1.62","0.26","","6","1.27K","210.96K","2.49K","5.84","8.66","0","-0.25","-0.02","27.21","0","-35.6",""
"2024-02-06 11:02:02","1m ago","GOTU","Puts","Jan 2025","3","4.47","0.58","0.71","","5","8.62K","516.90K","9.42K","1.47","48.97","60","-0.17","0","90.88","0","-39.13",""
"2024-02-06 09:53:38","1m ago","SHEL","Calls","Jan 2025","67.5","63.33","3.05","0.67","","6","2.38K","738.11K","2.51K","4.16","6.57","50","0.41","-0.01","19.66","0","-2.46",""
"2024-02-05 14:39:02","1m ago","CVNA","Puts","Mar 15","40","43.38","4.28","0.71","","5","405.00","176.32K","1.79K","3.25","8.11","60","-0.34","-0.07","109.24","0","-99.42",""
"2024-02-05 12:38:22","1m ago","SE","Puts","May 17","34","41.97","2.36","1","","5","686.00","164.89K","62.00","7.84","23.07","100","-0.22","-0.02","71.48","0","-87.69",""
"2024-02-05 11:30:55","1m ago","TSLL","Calls","Jan 2025","12.73","8.55","1.38","0.65","","11","45.73K","6.12M","1.39K","4.23","49.74","100","0.47","0","70.29","0","27.64",""
"2024-02-05 11:22:15","1m ago","PLTR","Puts","Feb 16","16","16.77","0.98","0.26","","24","17.78K","1.73M","21.62K","0.73","4.55","91.67","-0.37","-0.06","117.56","0","0",""
"2024-02-05 11:14:52","1m ago","OXY","Calls","Jan 2026","75","56.72","3.85","0.31","","5","1.57K","640.77K","2.18K","18.44","32.61","100","0.36","0","27.42","0","33.12",""
"2024-02-02 14:36:55","1m ago","TMUS","Puts","Jun 2025","150","161.6","8.62","0.31","","5","465.00","436.44K","182.00","11.71","7.8","0","-0.3","-0.01","23.43","0","-23.19",""
"2024-02-02 14:36:27","1m ago","LEN","Puts","Jan 2025","120","155.42","4.85","1","","5","291.00","158.85K","308.00","33.01","27.51","100","-0.16","-0.02","35.69","0","-5.15",""
"2024-02-02 13:40:53","1m ago","WFC","Calls","Jan 2025","57.5","49.17","2.25","0.36","","5","2.53K","572.44K","7.23K","8.34","16.96","40","0.34","-0.01","24.31","0","154.44",""
"2024-02-02 11:30:58","1m ago","COST","Calls","Apr 19","800","706.46","3.1","0.45","","5","704.00","221.76K","45.00","93.54","13.24","0","0.11","-0.08","19.23","0","442.74",""
"2024-02-02 09:36:40","1m ago","TLT","Calls","Apr 19","100","96.36","1.5","0.42","","5","1.00K","151.80K","94.28K","3.66","3.8","80","0.34","-0.02","15.58","0","-77.93",""
"2024-02-01 13:05:57","1m ago","ABNB","Puts","Jun 21","135","145.3","8.22","0.31","","5","625.00","509.88K","1.84K","10.62","7.87","0","-0.31","-0.05","39.75","0","-58.05",""
"2024-02-01 12:50:10","1m ago","XRT","Puts","Jun 21","65","69.71","2.18","0.62","","5","1.27K","309.06K","5.09K","4.04","6.22","100","-0.29","-0.01","26.33","0","-65.83",""
"2024-02-01 12:12:13","1m ago","CVX","Puts","Apr 19","140","148.55","2.95","0.4","","6","877.00","256.97K","1.61K","8.67","6.19","16.67","-0.28","-0.04","23.92","0","-76.78",""
"2024-02-01 12:08:12","1m ago","GDX","Calls","Apr 19","30","29.03","1.31","0.27","","38","7.68K","1.01M","7.00","0.99","3.41","78.95","0.47","-0.01","29.71","0","-63.5",""
"2024-02-01 11:45:01","1m ago","GDX","Calls","Sep 20","35","29.08","1.28","0.25","","14","2.80K","358.38K","27.76K","5.99","20.65","50","0.32","0","31.05","0","-51.56",""
"2024-02-01 11:43:34","1m ago","GDX","Calls","Sep 20","34","29.05","1.47","0.27","","13","2.61K","385.42K","2.08K","5.03","17.38","46.15","0.36","0","30.69","0","-45.92",""
"2024-02-01 11:34:26","1m ago","PFE","Puts","Jun 2025","25","26.8","2.12","0.5","","5","975.00","230.68K","11.22K","1.81","7.24","60","-0.36","0","27.17","0","7.53",""
"2024-02-01 11:33:00","1m ago","GLD","Calls","Mar 15","200","190.95","1.2","0.29","","10","5.00K","584.64K","39.02K","9.22","4.83","100","0.22","-0.03","14.79","0","-90.42",""
"2024-02-01 11:15:34","1m ago","GLD","Calls","Mar 01","195","190.84","1.62","0.4","","12","5.70K","866.86K","320.00","4.31","2.26","100","0.34","-0.05","13.9","0","-99.38",""
"2024-02-01 10:48:31","1m ago","GM","Puts","Jul 19","37","39.06","1.83","0.42","","5","2.06K","376.43K","5.00","2.07","5.59","20","-0.33","-0.01","29.05","0","-40.55",""
"2024-02-01 10:18:45","1m ago","PYPL","Puts","Feb 23","52","61.7","0.28","0.28","","5","4.93K","142.91K","5.03K","9.69","18.64","100","-0.08","-0.03","51.93","0","0",""
"2024-02-01 10:17:00","1m ago","RIVN","Calls","Jan 2025","30","15.41","1.46","0.62","","5","999.00","147.45K","10.00K","14.58","94.49","100","0.3","0","71.44","0","-49.66",""
"2024-01-31 12:38:59","2m ago","FCX","Calls","Jan 2025","42","39.94","5.12","0.71","","5","290.00","150.80K","5.77K","2.07","5.18","60","0.55","-0.01","35.31","0","-19.51",""
"2024-01-31 12:29:00","2m ago","RIG","Calls","Jul 19","7","5.59","0.37","0.83","","5","6.48K","236.59K","14.37K","1.42","25.34","80","0.35","0","50.52","0","-67.12",""
"2024-01-31 12:04:04","2m ago","GM","Calls","Apr 19","42","39.67","1.27","0.26","","6","4.09K","506.15K","935.00","2.43","6.13","0","0.38","-0.01","28.04","0","11.02",""
"2024-01-31 12:03:42","2m ago","SQQQ","Calls","Mar 15","13","12.56","0.75","0.71","","5","5.62K","398.76K","31.06K","0.49","3.9","40","0.47","-0.01","52.56","0","-91.28",""
"2024-01-31 11:52:05","2m ago","GM","Calls","Jun 2025","60","39.6","1.11","0.26","","5","1.25K","136.75K","10.49K","20.48","51.8","0","0.18","0","28.84","0","27.48",""
"2024-01-31 11:40:17","2m ago","PLUG","Puts","Jun 2025","1.5","4.34","0.47","0.29","","6","4.01K","191.82K","0.00","2.8","186.56","100","-0.07","0","134.06","0","9.47",""
"2024-01-31 10:42:58","2m ago","SLB","Puts","May 17","45","48.51","1.67","0.71","","5","2.13K","357.82K","3.17K","3.51","7.79","40","-0.29","-0.01","32.98","0","-26.73",""
"2024-01-31 10:31:38","2m ago","GS","Calls","Feb 09","400","392.86","3.27","0.26","","9","986.00","280.00K","2.97K","8.03","2.05","44.44","0.34","-0.3","23.73","0","0",""
"2024-01-31 09:43:43","2m ago","C","Calls","Jan 2025","65","57.88","3.07","0.44","","7","1.88K","572.00K","67.84K","7.31","12.67","0","0.38","-0.01","24.45","0","-26.18",""
"2024-01-31 09:31:47","2m ago","GOOGL","Calls","Jun 21","170","143.77","2.03","0.64","","7","2.68K","546.52K","22.14K","26.25","18.26","0","0.19","-0.02","24.02","0","-57.49",""
"2024-01-30 13:39:08","2m ago","FCX","Calls","Feb 23","41","39.88","0.83","0.43","","6","4.53K","377.55K","180.00","1.13","2.83","50","0.4","-0.03","30.39","0","0",""
"2024-01-30 11:40:32","2m ago","KWEB","Calls","Jan 2025","32","23.42","1.35","0.56","","5","5.96K","870.60K","5.27K","8.59","36.68","40","0.31","0","38.58","0","43.33",""
"2024-01-29 15:27:40","2m ago","SLB","Calls","Feb 23","54","53.01","1.05","0.42","","5","2.56K","266.48K","177.00","0.99","1.87","80","0.41","-0.03","27.46","0","0",""
"2024-01-29 15:21:56","2m ago","RILY","Puts","Apr 19","10","22.79","1.07","0.29","","5","2.70K","319.53K","1.78K","11.76","117.63","20","-0.09","-0.02","164.9","0","69.77",""
"2024-01-29 15:20:54","2m ago","SAVE","Puts","Mar 2025","5","6.3","2.44","0.36","","5","1.43K","349.24K","0.00","1.3","26.1","80","-0.17","0","140.51","0","-30.39",""
"2024-01-29 14:31:24","2m ago","MPC","Puts","May 17","155","159.6","7.58","0.71","","5","467.00","356.88K","1.47K","4.55","2.93","0","-0.39","-0.05","29.72","0","-59.41",""
"2024-01-29 12:57:11","2m ago","LCID","Puts","Mar 15","2.5","3.22","0.3","0.33","","5","8.24K","262.17K","519.00","0.6","24.2","80","-0.23","0","145.54","0","-81.36",""
"2024-01-29 12:56:18","2m ago","VIX","Calls","Feb 14","16","14.18","0.56","0.27","","7","4.73K","266.92K","215.64K","1.8","12.68","0","0.32","-0.03","101.6","0","0",""
"2024-01-29 12:11:06","2m ago","MRVL","Calls","Apr 19","80","69.07","2.42","0.83","","5","1.64K","390.43K","11.69K","11.14","16.18","40","0.3","-0.03","44.64","0","-0.62",""
"2024-01-29 12:06:40","2m ago","NVAX","Puts","Jan 2025","2.5","4.05","0.59","1","","5","4.26K","266.18K","5.98K","1.54","61.72","60","-0.16","0","100.74","0","-24.79",""
"2024-01-29 10:04:58","2m ago","RIVN","Calls","Jan 2025","20","15.44","3.15","0.83","","10","2.66K","851.53K","24.01K","4.51","29.08","60","0.53","-0.01","72.18","0","-55.56",""
"2024-01-26 15:40:30","2m ago","UBER","Puts","May 17","62.5","65.6","3.88","0.29","","6","1.05K","406.69K","1.18K","3.23","5.16","0","-0.35","-0.02","40.47","0","-81.68",""
"2024-01-26 15:38:13","2m ago","RILY","Puts","Apr 19","7.5","19.94","0.67","0.83","","5","3.45K","237.72K","14.22K","12.52","166.92","80","-0.07","-0.01","170.01","0","70.37",""
"2024-01-26 14:34:51","2m ago","VGT","Puts","Feb 16","485","503.22","2.52","0.83","","5","1.18K","313.54K","5.07K","18.18","3.75","40","-0.2","-0.16","19.95","0","0",""
"2024-01-26 13:05:36","2m ago","WDC","Calls","Mar 15","65","58.35","0.73","0.29","","5","2.63K","193.36K","3.52K","6.64","11.38","40","0.21","-0.02","31.48","0","-68.49",""
"2024-01-26 12:58:01","2m ago","UBER","Puts","Jun 2025","60","65.56","7.83","0.42","","5","472.00","376.95K","235.00","5.56","9.26","0","-0.3","-0.01","41.2","0","-38.02",""
"2024-01-26 11:36:01","2m ago","T","Puts","Jul 19","16","17.3","0.48","0.62","","5","6.94K","340.08K","5.63K","1.3","8.14","60","-0.29","0","21.55","0","42.71",""
"2024-01-26 10:33:10","2m ago","SE","Calls","Jan 2025","55","40.08","5.72","0.6","","6","1.67K","957.38K","17.54K","14.99","37.45","33.33","0.44","-0.01","60.5","0","48.03",""
"2024-01-25 14:15:52","2m ago","SQ","Puts","Jun 21","57.5","62.51","4.75","0.56","","10","1.09K","522.24K","1.18K","5.02","8.72","0","-0.32","-0.02","49.59","0","-66.42",""
"2024-01-25 13:58:21","2m ago","CYBR","Calls","Dec 20","300","226.4","11.85","0.26","","5","999.00","1.27M","1.78K","69.76","30.31","40","0.3","-0.04","34.95","0","121.94",""
"2024-01-25 13:26:56","2m ago","PG","Puts","Jun 21","140","154.03","1.14","0.45","","5","1.13K","143.36K","1.90K","14.03","10.02","100","-0.15","-0.01","16.85","0","-51.32",""
"2024-01-25 11:42:23","2m ago","PG","Puts","Jul 19","135","153.86","1.02","0.83","","5","1.44K","152.84K","220.00","18.8","13.93","60","-0.11","-0.01","17.71","0","-49.02",""
"2024-01-25 10:46:06","2m ago","DOW","Calls","Apr 19","57.5","54.03","0.84","0.6","","6","14.70K","1.40M","8.90K","3.13","5.75","66.67","0.28","-0.01","20.34","0","34.73",""
"2024-01-24 15:59:17","2m ago","ALLY","Calls","Mar 15","39","36.47","0.62","0.45","","5","3.98K","258.83K","104.00","2.53","6.92","100","0.29","-0.01","28.75","0","-48",""
"2024-01-24 15:45:09","2m ago","MRVL","Calls","Mar 15","80","72.36","2.5","0.26","","5","1.88K","460.72K","6.67K","7.77","10.75","60","0.33","-0.05","47.05","0","-60.48",""
"2024-01-24 14:50:49","2m ago","XBI","Puts","Mar 15","83","88.47","1.74","0.73","","8","14.10K","2.49M","916.00","5.5","6.62","37.5","-0.26","-0.03","32.25","0","-89.08",""
"2024-01-24 11:53:31","2m ago","WBA","Puts","Jan 2025","20","22.64","2.03","0.83","","5","951.00","194.36K","11.25K","2.63","13.15","100","-0.3","0","39.7","0","17",""
"2024-01-24 11:24:21","2m ago","ORCL","Calls","Feb 16","120","115.27","1.05","0.26","","6","3.54K","371.50K","4.54K","4.78","4.15","100","0.27","-0.05","22.63","0","0",""
"2024-01-24 11:07:42","2m ago","PFE","Calls","May 17","29","28.7","1.45","0.56","","5","1.57K","229.04K","13.74K","0.29","1","0","0.5","-0.01","25.83","0","-40.83",""
"2024-01-24 09:39:56","2m ago","BEKE","Calls","Apr 19","14.85","14.46","1.25","0.56","","5","5.68K","748.51K","15.80K","0.47","3.26","80","0.54","-0.01","50.01","0","-40.56",""
"2024-01-23 14:42:48","2m ago","CPNG","Puts","Jun 21","12.5","14.81","0.55","0.62","","5","5.64K","313.99K","1.01K","2.34","18.68","100","-0.21","0","43.66","0","-40",""
